sample_id,source_mat_id,url_handle_resolution,portal_url,sample_attribution,nsmp_consignment,date_provided,project_title,bioplatforms_project_code,bioplatforms_dataset_id,dataset_url_resolution,related_data,bioplatforms_project_doi,bioplatforms_project_ncbi_umbrellabioproject_id,bioplatforms_project,funding_agency,note,distributed to,ncbi_bioproject_accession_number,ncbi_biosample_accession_number
102.100.100/141434,102.100.100/141434,http://hdl.handle.net/102.100.100/141434,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141434,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141435,102.100.100/141435,http://hdl.handle.net/102.100.100/141435,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141435,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141436,102.100.100/141436,http://hdl.handle.net/102.100.100/141436,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141436,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141437,102.100.100/141437,http://hdl.handle.net/102.100.100/141437,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141437,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141438,102.100.100/141438,http://hdl.handle.net/102.100.100/141438,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141438,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141439,102.100.100/141439,http://hdl.handle.net/102.100.100/141439,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141439,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141440,102.100.100/141440,http://hdl.handle.net/102.100.100/141440,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141440,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141441,102.100.100/141441,http://hdl.handle.net/102.100.100/141441,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141441,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141442,102.100.100/141442,http://hdl.handle.net/102.100.100/141442,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141442,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141443,102.100.100/141443,http://hdl.handle.net/102.100.100/141443,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141443,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141444,102.100.100/141444,http://hdl.handle.net/102.100.100/141444,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141444,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141445,102.100.100/141445,http://hdl.handle.net/102.100.100/141445,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141445,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141446,102.100.100/141446,http://hdl.handle.net/102.100.100/141446,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141446,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141447,102.100.100/141447,http://hdl.handle.net/102.100.100/141447,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141447,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141448,102.100.100/141448,http://hdl.handle.net/102.100.100/141448,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141448,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141449,102.100.100/141449,http://hdl.handle.net/102.100.100/141449,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141449,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141450,102.100.100/141450,http://hdl.handle.net/102.100.100/141450,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141450,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141451,102.100.100/141451,http://hdl.handle.net/102.100.100/141451,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141451,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141452,102.100.100/141452,http://hdl.handle.net/102.100.100/141452,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141452,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141453,102.100.100/141453,http://hdl.handle.net/102.100.100/141453,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141453,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141454,102.100.100/141454,http://hdl.handle.net/102.100.100/141454,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141454,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141455,102.100.100/141455,http://hdl.handle.net/102.100.100/141455,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141455,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141456,102.100.100/141456,http://hdl.handle.net/102.100.100/141456,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141456,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141457,102.100.100/141457,http://hdl.handle.net/102.100.100/141457,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141457,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141458,102.100.100/141458,http://hdl.handle.net/102.100.100/141458,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141458,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141459,102.100.100/141459,http://hdl.handle.net/102.100.100/141459,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141459,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141460,102.100.100/141460,http://hdl.handle.net/102.100.100/141460,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141460,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141461,102.100.100/141461,http://hdl.handle.net/102.100.100/141461,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141461,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141462,102.100.100/141462,http://hdl.handle.net/102.100.100/141462,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141462,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141463,102.100.100/141463,http://hdl.handle.net/102.100.100/141463,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141463,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141464,102.100.100/141464,http://hdl.handle.net/102.100.100/141464,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141464,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141465,102.100.100/141465,http://hdl.handle.net/102.100.100/141465,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141465,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141466,102.100.100/141466,http://hdl.handle.net/102.100.100/141466,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141466,Naveed Davoodian,,26/4/2021,AM0029 - East Gippsland fires - fungi,AM0029,102.100.100/401946,http://hdl.handle.net/102.100.100/401946,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Australian Microbiome Initiative (AM),Australian Microbiome Initiative; ,,,,
102.100.100/141467,102.100.100/141467,http://hdl.handle.net/102.100.100/141467,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141467,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141468,102.100.100/141468,http://hdl.handle.net/102.100.100/141468,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141468,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141469,102.100.100/141469,http://hdl.handle.net/102.100.100/141469,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141469,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141470,102.100.100/141470,http://hdl.handle.net/102.100.100/141470,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141470,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141471,102.100.100/141471,http://hdl.handle.net/102.100.100/141471,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141471,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141472,102.100.100/141472,http://hdl.handle.net/102.100.100/141472,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141472,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141473,102.100.100/141473,http://hdl.handle.net/102.100.100/141473,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141473,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141474,102.100.100/141474,http://hdl.handle.net/102.100.100/141474,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141474,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141475,102.100.100/141475,http://hdl.handle.net/102.100.100/141475,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141475,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141476,102.100.100/141476,http://hdl.handle.net/102.100.100/141476,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141476,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141477,102.100.100/141477,http://hdl.handle.net/102.100.100/141477,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141477,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141478,102.100.100/141478,http://hdl.handle.net/102.100.100/141478,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141478,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141479,102.100.100/141479,http://hdl.handle.net/102.100.100/141479,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141479,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141480,102.100.100/141480,http://hdl.handle.net/102.100.100/141480,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141480,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141481,102.100.100/141481,http://hdl.handle.net/102.100.100/141481,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141481,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141482,102.100.100/141482,http://hdl.handle.net/102.100.100/141482,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141482,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141483,102.100.100/141483,http://hdl.handle.net/102.100.100/141483,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141483,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141484,102.100.100/141484,http://hdl.handle.net/102.100.100/141484,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141484,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141485,102.100.100/141485,http://hdl.handle.net/102.100.100/141485,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141485,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141486,102.100.100/141486,http://hdl.handle.net/102.100.100/141486,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141486,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141487,102.100.100/141487,http://hdl.handle.net/102.100.100/141487,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141487,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141488,102.100.100/141488,http://hdl.handle.net/102.100.100/141488,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141488,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141489,102.100.100/141489,http://hdl.handle.net/102.100.100/141489,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141489,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141490,102.100.100/141490,http://hdl.handle.net/102.100.100/141490,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141490,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141491,102.100.100/141491,http://hdl.handle.net/102.100.100/141491,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141491,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141492,102.100.100/141492,http://hdl.handle.net/102.100.100/141492,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141492,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141493,102.100.100/141493,http://hdl.handle.net/102.100.100/141493,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141493,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141494,102.100.100/141494,http://hdl.handle.net/102.100.100/141494,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141494,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
102.100.100/141495,102.100.100/141495,http://hdl.handle.net/102.100.100/141495,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/141495,Katie Dafforn,,12/5/2021,"Map East coast estuary sediments - 1yr post bushfire (paid by submitter, Sally Bracewell)",,102.100.100/401930,http://hdl.handle.net/102.100.100/401930,102.100.100/401929,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Collaboration (AM linked),,linked to AM0014 project,,,
