sample_id,source_mat_id,url_handle_resolution,portal_url,sample_attribution,nsmp_consignment,date_provided,project_title,bioplatforms_project_code,bioplatforms_dataset_id,dataset_url_resolution,related_data,bioplatforms_project_doi,bioplatforms_project_ncbi_umbrellabioproject_id,bioplatforms_project,funding_agency,note,distributed to,ncbi_bioproject_accession_number,ncbi_biosample_accession_number
102.100.100/27438,102.100.100/27438,http://hdl.handle.net/102.100.100/27438,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27438,unknown|PHB20130611_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364233
102.100.100/27439,102.100.100/27439,http://hdl.handle.net/102.100.100/27439,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27439,unknown|PHB20130611_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364234
102.100.100/27440,102.100.100/27440,http://hdl.handle.net/102.100.100/27440,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27440,unknown|PHB20130611_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364235
102.100.100/27441,102.100.100/27441,http://hdl.handle.net/102.100.100/27441,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27441,unknown|PHB20130611_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364236
102.100.100/27442,102.100.100/27442,http://hdl.handle.net/102.100.100/27442,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27442,unknown|PHB20130611_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364237
102.100.100/27443,102.100.100/27443,http://hdl.handle.net/102.100.100/27443,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27443,unknown|PHB20130611_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364238
102.100.100/27444,102.100.100/27444,http://hdl.handle.net/102.100.100/27444,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27444,unknown|PHB20130725_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364239
102.100.100/27445,102.100.100/27445,http://hdl.handle.net/102.100.100/27445,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27445,unknown|PHB20130725_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364240
102.100.100/27446,102.100.100/27446,http://hdl.handle.net/102.100.100/27446,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27446,unknown|PHB20130725_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364241
102.100.100/27447,102.100.100/27447,http://hdl.handle.net/102.100.100/27447,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27447,unknown|PHB20130725_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364242
102.100.100/27448,102.100.100/27448,http://hdl.handle.net/102.100.100/27448,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27448,unknown|PHB20130725_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364243
102.100.100/27449,102.100.100/27449,http://hdl.handle.net/102.100.100/27449,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27449,unknown|PHB20130725_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364244
102.100.100/27450,102.100.100/27450,http://hdl.handle.net/102.100.100/27450,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27450,unknown|PHB20130826_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364245
102.100.100/27451,102.100.100/27451,http://hdl.handle.net/102.100.100/27451,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27451,unknown|PHB20130826_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364246
102.100.100/27452,102.100.100/27452,http://hdl.handle.net/102.100.100/27452,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27452,unknown|PHB20130826_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364247
102.100.100/27453,102.100.100/27453,http://hdl.handle.net/102.100.100/27453,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27453,unknown|PHB20130826_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364248
102.100.100/27454,102.100.100/27454,http://hdl.handle.net/102.100.100/27454,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27454,unknown|PHB20130826_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364249
102.100.100/27455,102.100.100/27455,http://hdl.handle.net/102.100.100/27455,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27455,unknown|PHB20130826_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364250
102.100.100/27456,102.100.100/27456,http://hdl.handle.net/102.100.100/27456,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27456,unknown|PHB20130915_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364251
102.100.100/27457,102.100.100/27457,http://hdl.handle.net/102.100.100/27457,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27457,unknown|PHB20130915_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364252
102.100.100/27458,102.100.100/27458,http://hdl.handle.net/102.100.100/27458,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27458,unknown|PHB20130915_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364253
102.100.100/27459,102.100.100/27459,http://hdl.handle.net/102.100.100/27459,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27459,unknown|PHB20130915_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364254
102.100.100/27460,102.100.100/27460,http://hdl.handle.net/102.100.100/27460,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27460,unknown|PHB20130915_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364255
102.100.100/27461,102.100.100/27461,http://hdl.handle.net/102.100.100/27461,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27461,unknown|PHB20130915_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364256
102.100.100/27462,102.100.100/27462,http://hdl.handle.net/102.100.100/27462,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27462,unknown|PHB20131020_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364257
102.100.100/27463,102.100.100/27463,http://hdl.handle.net/102.100.100/27463,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27463,unknown|PHB20131020_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364258
102.100.100/27464,102.100.100/27464,http://hdl.handle.net/102.100.100/27464,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27464,unknown|PHB20131020_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364259
102.100.100/27465,102.100.100/27465,http://hdl.handle.net/102.100.100/27465,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27465,unknown|PHB20131020_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364260
102.100.100/27466,102.100.100/27466,http://hdl.handle.net/102.100.100/27466,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27466,unknown|PHB20131020_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364261
102.100.100/27467,102.100.100/27467,http://hdl.handle.net/102.100.100/27467,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27467,unknown|PHB20131020_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364262
102.100.100/27468,102.100.100/27468,http://hdl.handle.net/102.100.100/27468,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27468,unknown|PHB20131202_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364263
102.100.100/27469,102.100.100/27469,http://hdl.handle.net/102.100.100/27469,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27469,unknown|PHB20131202_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364264
102.100.100/27470,102.100.100/27470,http://hdl.handle.net/102.100.100/27470,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27470,unknown|PHB20131202_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364265
102.100.100/27471,102.100.100/27471,http://hdl.handle.net/102.100.100/27471,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27471,unknown|PHB20131202_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364266
102.100.100/27472,102.100.100/27472,http://hdl.handle.net/102.100.100/27472,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27472,unknown|PHB20131202_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364267
102.100.100/27473,102.100.100/27473,http://hdl.handle.net/102.100.100/27473,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27473,unknown|PHB20131202_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364268
102.100.100/27474,102.100.100/27474,http://hdl.handle.net/102.100.100/27474,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27474,unknown|PHB20140120_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364269
102.100.100/27475,102.100.100/27475,http://hdl.handle.net/102.100.100/27475,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27475,unknown|PHB20140120_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364270
102.100.100/27476,102.100.100/27476,http://hdl.handle.net/102.100.100/27476,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27476,unknown|PHB20140120_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364271
102.100.100/27477,102.100.100/27477,http://hdl.handle.net/102.100.100/27477,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27477,unknown|PHB20140120_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364272
102.100.100/27478,102.100.100/27478,http://hdl.handle.net/102.100.100/27478,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27478,unknown|PHB20140120_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364273
102.100.100/27479,102.100.100/27479,http://hdl.handle.net/102.100.100/27479,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27479,unknown|PHB20140120_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364274
102.100.100/27480,102.100.100/27480,http://hdl.handle.net/102.100.100/27480,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27480,unknown|PHB20140317_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364275
102.100.100/27481,102.100.100/27481,http://hdl.handle.net/102.100.100/27481,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27481,unknown|PHB20140317_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364276
102.100.100/27482,102.100.100/27482,http://hdl.handle.net/102.100.100/27482,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27482,unknown|PHB20140317_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364277
102.100.100/27483,102.100.100/27483,http://hdl.handle.net/102.100.100/27483,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27483,unknown|PHB20140317_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364278
102.100.100/27484,102.100.100/27484,http://hdl.handle.net/102.100.100/27484,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27484,unknown|PHB20140317_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364279
102.100.100/27485,102.100.100/27485,http://hdl.handle.net/102.100.100/27485,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27485,unknown|PHB20140317_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364280
102.100.100/27486,102.100.100/27486,http://hdl.handle.net/102.100.100/27486,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27486,unknown|PHB20140427_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364281
102.100.100/27487,102.100.100/27487,http://hdl.handle.net/102.100.100/27487,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27487,unknown|PHB20140427_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364282
102.100.100/27488,102.100.100/27488,http://hdl.handle.net/102.100.100/27488,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27488,unknown|PHB20140427_100,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364283
102.100.100/27489,102.100.100/27489,http://hdl.handle.net/102.100.100/27489,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27489,unknown|PHB20140427_25,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364284
102.100.100/27490,102.100.100/27490,http://hdl.handle.net/102.100.100/27490,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27490,unknown|PHB20140427_50,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364285
102.100.100/27491,102.100.100/27491,http://hdl.handle.net/102.100.100/27491,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27491,unknown|PHB20140427_75,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364286
102.100.100/27492,102.100.100/27492,http://hdl.handle.net/102.100.100/27492,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27492,unknown|PHB20140515_0,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364287
102.100.100/27493,102.100.100/27493,http://hdl.handle.net/102.100.100/27493,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/27493,unknown|PHB20140515_10,,1/6/2016,AM-NRS IMOS National Reference Station,AM_NRS,102.100.100/401949,http://hdl.handle.net/102.100.100/401949,,https://doi.org/10.25953/v12e-zq81,PRJNA597010,Marine Microbes Project (MM),Marine Microbes Initative; Integrated Marine Observing System,,Jodie van de Kamp,PRJNA385736,SAMN08364288
